CODE,DATE,NAME.x,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date2,Date3,SECTOR,NAME.y
UNGA,07-Feb-19,Unga Group Ltd,26.1,36.5,36,36,36,36,-,-,-,-,07-02-2019,2019-02-07,Manufacturing and Allied,Unga Group Ltd
UNGA,30-Sep-20,Unga Group Ltd,26.1,35,30,30,30,30,-,-,800,-,30-09-2020,2020-09-30,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Feb-20,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-,26-02-2020,2020-02-26,Manufacturing and Allied,Unga Group Ltd
UNGA,14-Oct-20,Unga Group Ltd,26.1,35,30.650000000000002,30.650000000000002,30.650000000000002,30.650000000000002,-,-,100,-,14-10-2020,2020-10-14,Manufacturing and Allied,Unga Group Ltd
UNGA,23-Apr-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,100,-,23-04-2020,2020-04-23,Manufacturing and Allied,Unga Group Ltd
UNGA,19-Jul-19,Unga Group Ltd,26.1,37,37,37,37,37,-,-,-,-,19-07-2019,2019-07-19,Manufacturing and Allied,Unga Group Ltd
UNGA,02-Sep-20,Unga Group Ltd,26.1,35,33,33,33,33,-,-,2000,-,02-09-2020,2020-09-02,Manufacturing and Allied,Unga Group Ltd
UNGA,11-Nov-20,Unga Group Ltd,26.1,35,30.05,30.05,30.05,30.05,-,-,-,-,11-11-2020,2020-11-11,Manufacturing and Allied,Unga Group Ltd
UNGA,26-Nov-19,Unga Group Ltd,26.1,37,35,35,35,34.05,0.95,2.79%,100,-,26-11-2019,2019-11-26,Manufacturing and Allied,Unga Group Ltd
UNGA,07-Jun-19,Unga Group Ltd,26.1,37,37.25,37.25,37.25,37.25,-,-,-,-,07-06-2019,2019-06-07,Manufacturing and Allied,Unga Group Ltd
UNGA,06-Jul-20,Unga Group Ltd,26.1,35,29.85,29.85,29.85,29.85,-,-,-,-,06-07-2020,2020-07-06,Manufacturing and Allied,Unga Group Ltd
UNGA,25-Jul-19,Unga Group Ltd,26.1,37,36.5,36.5,36.5,36.5,-,-,300,-,25-07-2019,2019-07-25,Manufacturing and Allied,Unga Group Ltd
UNGA,29-Mar-19,Unga Group Ltd,26.1,37,33.1,33.1,33.1,33.1,-,-,-,-,29-03-2019,2019-03-29,Manufacturing and Allied,Unga Group Ltd
UNGA,01-Apr-20,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-,01-04-2020,2020-04-01,Manufacturing and Allied,Unga Group Ltd
UNGA,23-Dec-20,Unga Group Ltd,26.1,34.05,31.5,31.5,31.5,31,0.5,1.61%,400,-,23-12-2020,2020-12-23,Manufacturing and Allied,Unga Group Ltd
UNGA,15-Oct-20,Unga Group Ltd,26.1,35,30.650000000000002,30.650000000000002,30.650000000000002,30.650000000000002,-,-,-,-,15-10-2020,2020-10-15,Manufacturing and Allied,Unga Group Ltd
UNGA,12-Nov-19,Unga Group Ltd,26.1,37,33,33,33,33,-,-,-,-,12-11-2019,2019-11-12,Manufacturing and Allied,Unga Group Ltd
UNGA,08-Jul-20,Unga Group Ltd,26.1,35,29.85,29.85,29.85,29.85,-,-,300,-,08-07-2020,2020-07-08,Manufacturing and Allied,Unga Group Ltd
